TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2024-08-16,2024-08-16,CM,NSE,STK,11804,INE450E01011,SUKHJITS,EQ,,,,,SUKHJIT STARCH & CHEM LTD,486.00,497.25,483.45,488.10,494.00,485.15,,487.80,,,6219,3041652.70,1276,F1,1,,,,,
2024-08-16,2024-08-16,CM,NSE,STK,23386,INE048C01025,VHLTD,BE,,,,,VICEROY HOTELS LIMITED,124.50,124.50,118.00,122.44,123.94,118.76,,122.43,,,17066,2076889.82,248,F1,1,,,,,
2024-08-16,2024-08-16,CM,NSE,STK,15254,INE482A01020,CEATLTD,EQ,,,,,CEAT LIMITED,2630.00,2658.80,2612.00,2630.15,2636.00,2611.85,,2630.15,,,164695,433695417.85,16171,F1,1,,,,,
2024-08-16,2024-08-16,CM,NSE,STK,1041,INE183A01024,FINPIPE,EQ,,,,,FINOLEX INDUSTRIES LTD,279.20,291.55,277.20,286.00,284.00,277.95,,286.00,,,1373440,392577523.00,35216,F1,1,,,,,
2024-08-16,2024-08-16,CM,NSE,STK,20415,INE04VX01019,SHEETAL,SM,,,,,SHEETAL UNIVERSAL LIMITED,57.00,57.80,56.90,57.45,57.60,56.70,,57.45,,,28000,1605400.00,14,F1,2000,,,,,
2024-08-16,2024-08-16,CM,NSE,STK,666,INE403Y01018,INNOVANA,SM,,,,,INNOVANA THINKLABS LTD.,525.00,525.00,518.50,518.75,519.00,520.00,,518.75,,,800,416700.00,4,F1,200,,,,,
2024-08-16,2024-08-16,CM,NSE,STK,7463,INE824Q01011,MANAKSTEEL,EQ,,,,,MANAKSIA STEELS LTD,54.49,55.31,51.80,52.43,51.90,52.70,,52.57,,,82266,4381957.78,2048,F1,1,,,,,
2024-08-16,2024-08-16,CM,NSE,STK,13687,INE748A01016,MBECL,BE,,,,,MCNALLY BH. ENG. CO.LTD,5.07,5.45,5.04,5.05,5.09,5.31,,5.05,,,383664,1949727.55,288,F1,1,,,,,
2024-08-16,2024-08-16,CM,NSE,STK,2435,INF204KA1LD7,CONSUMBEES,EQ,,,,,NIP IND ETF CONSUMPTION,128.46,130.81,128.46,130.71,130.75,128.47,,130.71,,,150488,19568107.50,1238,F1,1,,,,,
2024-08-16,2024-08-16,CM,NSE,STK,17105,INE258G01013,SUMICHEM,EQ,,,,,SUMITOMO CHEM INDIA LTD,538.00,546.10,524.70,538.35,537.10,536.40,,538.30,,,597140,319752677.75,33254,F1,1,,,,,
