TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2024-08-27,2024-08-27,CM,NSE,STK,16147,INE0NR701018,KRISHCA,ST,,,,,KRISHCA STRAPPING SLTN L,390.00,407.60,380.00,407.10,407.60,388.20,,407.10,,,180000,72037775.00,225,F1,500,,,,,
2024-08-27,2024-08-27,CM,NSE,STK,3586,INE514Y01020,MOKSH,EQ,,,,,MOKSH ORNAMENTS LIMITED,21.33,22.10,20.80,21.01,21.09,21.33,,21.01,,,327491,6981261.50,1405,F1,1,,,,,
2024-08-27,2024-08-27,CM,NSE,STK,17764,INE056I01025,REFEX,EQ,,,,,REFEX INDUSTRIES LIMITED,298.40,319.50,295.50,314.65,316.20,299.05,,314.65,,,1411483,437550959.85,38363,F1,1,,,,,
2024-08-27,2024-08-27,CM,NSE,STK,17395,INF200KA1JT1,SETF10GILT,EQ,,,,,SBIAMC - SETF10GILT,237.37,237.38,236.92,237.19,237.37,237.41,,237.19,,,8299,1968089.68,52,F1,1,,,,,
2024-08-27,2024-08-27,CM,NSE,STK,12427,INE741K07462,945CAGL24,N1,,,,,SEC RE NCD 9.45% SR. I,1000.00,1000.00,1000.00,1000.00,1000.00,1000.00,,1000.00,,,10,10000.00,1,F1,1,,,,,
2024-08-27,2024-08-27,CM,NSE,STK,19438,INE926K01017,AHLEAST,EQ,,,,,ASIAN HOTELS (EAST) LTD,134.02,134.90,133.20,134.22,133.30,133.96,,134.27,,,12913,1732228.24,435,F1,1,,,,,
2024-08-27,2024-08-27,CM,NSE,STK,8650,INE657B01025,BLUECHIP,BE,,,,,BLUE CHIP INDIA LIMITED,5.23,5.23,5.23,5.23,5.23,5.13,,5.26,,,34156,178635.88,74,F1,1,,,,,
2024-08-27,2024-08-27,CM,NSE,STK,29113,INE752H01013,CARERATING,EQ,,,,,CARE RATINGS LIMITED,989.20,998.35,983.55,990.30,990.00,989.20,,990.25,,,22142,21903080.00,2571,F1,1,,,,,
2024-08-27,2024-08-27,CM,NSE,STK,6839,INE593W01028,FOCUS,BE,,,,,FOCUS LIGHTG & FIXTRS LTD,105.00,106.00,103.00,103.97,104.00,104.48,,103.97,,,208364,21695245.93,1417,F1,1,,,,,
2024-08-27,2024-08-27,CM,NSE,STK,13528,INE776C01039,GMRINFRA,EQ,,,,,GMR AIRPORTS INFRA LTD,96.00,96.88,95.02,95.50,95.47,95.94,,95.50,,,18564985,1774099137.98,40427,F1,1,,,,,
2024-08-27,2024-08-27,CM,NSE,STK,7114,IN0020140060,815GS2026,GS,,,,,GOI LOAN 8.15% 2026,105.00,105.00,103.51,103.61,103.51,103.30,,103.61,,,22400,2320945.93,14,F1,1,,,,,
2024-08-27,2024-08-27,CM,NSE,STK,3001,INF109KC1V59,BSE500IETF,EQ,,,,,ICICIPRAMC - ICICI500,39.83,39.86,39.51,39.79,39.79,39.64,,39.80,,,157285,6260195.43,834,F1,1,,,,,
2024-08-27,2024-08-27,CM,NSE,STK,19503,INE388G01026,TCLCONS,BE,,,,,TANTIA CONSTRUCTIONS LTD,43.99,43.99,41.88,42.18,41.95,43.51,,42.21,,,24993,1052867.02,152,F1,1,,,,,
2024-08-27,2024-08-27,CM,NSE,STK,16867,INE197J01017,LPDC,BE,,,,,LANDMARK PR.DEV.CO.LTD,9.90,10.10,9.90,10.05,10.05,9.91,,10.04,,,33182,330153.82,91,F1,1,,,,,
2024-08-27,2024-08-27,CM,NSE,STK,1997,INE115A01026,LICHSGFIN,EQ,,,,,LIC HOUSING FINANCE LTD,665.05,686.95,661.90,684.10,685.00,665.85,,684.10,,,4318499,2917412833.80,93816,F1,1,,,,,
2024-08-27,2024-08-27,CM,NSE,STK,9499,INE610C01014,ARENTERP,BE,,,,,RAJDARSHAN INDUSTRIES LTD,56.15,57.27,54.01,55.89,55.94,55.18,,55.89,,,5928,329419.68,76,F1,1,,,,,
2024-08-27,2024-08-27,CM,NSE,STK,9223,INE413G01022,TPLPLASTEH,BE,,,,,TPL PLASTECH LIMITED,119.00,119.00,116.00,116.88,117.35,116.57,,116.84,,,93984,11044001.08,867,F1,1,,,,,
2024-08-27,2024-08-27,CM,NSE,STK,10610,INE0CBM01019,USASEEDS,SM,,,,,UPSURGE SEEDS OF AGRI LTD,287.00,287.00,287.00,287.00,287.00,285.95,,287.00,,,900,258300.00,3,F1,300,,,,,
2024-08-27,2024-08-27,CM,NSE,STK,1472,INE648Z01023,ACCURACY,BE,,,,,ACCURACY SHIPPING LIMITED,12.24,12.24,12.24,12.24,12.24,12.49,,12.24,,,26937,329708.88,142,F1,1,,,,,
2024-08-27,2024-08-27,CM,NSE,STK,4487,INE150B01039,ALKYLAMINE,EQ,,,,,ALKYL AMINES CHEM. LTD,2095.00,2179.35,2081.25,2127.75,2120.00,2080.55,,2127.70,,,157648,337291816.25,19945,F1,1,,,,,
2024-08-27,2024-08-27,CM,NSE,STK,11966,INE00E101023,BIKAJI,EQ,,,,,BIKAJI FOODS INTERN LTD,857.35,865.65,845.80,854.20,854.70,855.80,,854.20,,,284204,243300926.75,13298,F1,1,,,,,
2024-08-27,2024-08-27,CM,NSE,STK,11778,INE887G01027,GOKEX,EQ,,,,,GOKALDAS EXPORTS LTD.,935.05,975.80,934.00,960.60,960.65,940.25,,960.55,,,277969,265644465.70,18668,F1,1,,,,,
2024-08-27,2024-08-27,CM,NSE,STK,6286,INE255D01024,GULPOLY,EQ,,,,,GULSHAN POLYOLS LIMITED,195.90,199.76,193.31,197.38,197.10,195.08,,197.39,,,239039,46967128.79,6004,F1,1,,,,,
