TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2024-11-05,2024-11-05,CM,NSE,STK,24715,INE09XN01023,AKUMS,EQ,,,,,AKUMS DRUGS AND PHARMA L,842.00,846.10,828.35,832.70,831.00,845.25,,832.65,,,81748,68313196.95,5862,F1,1,,,,,
2024-11-05,2024-11-05,CM,NSE,STK,12219,INE263M01029,RUSTOMJEE,EQ,,,,,KEYSTONE REALTORS LIMITED,723.00,724.90,706.65,711.90,710.00,724.75,,711.90,,,9673,6926598.90,1280,F1,1,,,,,
2024-11-05,2024-11-05,CM,NSE,STK,22739,INF247L01AP3,MON100,EQ,,,,,MOTILAL OS NASDAQ100 ETF,168.95,168.95,163.21,164.42,164.45,164.02,,164.42,,,294624,48321075.62,6520,F1,1,,,,,
2024-11-05,2024-11-05,CM,NSE,STK,14448,INE308A01027,NAHARPOLY,BE,,,,,NAHAR POLY FILMS LIMITED,234.00,234.00,225.10,232.10,232.90,230.02,,231.15,,,2533,584328.65,53,F1,1,,,,,
2024-11-05,2024-11-05,CM,NSE,STK,14111,INE870H01013,NETWORK18,EQ,,,,,NETWORK18 MEDIA & INV LTD,84.50,85.05,83.10,83.61,83.60,84.73,,83.61,,,1380686,116019889.81,12518,F1,1,,,,,
2024-11-05,2024-11-05,CM,NSE,STK,967,INE754A01055,SUBEXLTD,EQ,,,,,SUBEX LTD,23.80,24.15,23.70,23.97,23.95,23.83,,23.97,,,1888189,45196692.03,5691,F1,1,,,,,
2024-11-05,2024-11-05,CM,NSE,STK,3345,INE387A01021,SUNDRMFAST,EQ,,,,,SUNDRAM FASTENERS LTD,1355.00,1399.90,1345.05,1350.20,1347.95,1360.70,,1350.20,,,114175,156473499.80,21502,F1,1,,,,,
2024-11-05,2024-11-05,CM,NSE,STK,19307,INE0PQ001012,VISHNUINFR,ST,,,,,VISHNUSURYA PROJ N INFR L,265.00,280.00,265.00,280.00,280.00,278.00,,280.00,,,2500,683200.00,5,F1,500,,,,,
2024-11-05,2024-11-05,CM,NSE,STK,17383,INE0P7201019,DRONE,ST,,,,,DRONE DESTINATION LIMITED,225.00,226.95,217.00,218.25,223.55,224.60,,218.25,,,87500,19271300.00,129,F1,500,,,,,
2024-11-05,2024-11-05,CM,NSE,STK,24785,INE0YAL01017,PPSL,SM,,,,,PICTUREPOST STUDIOS LTD,32.15,32.75,32.00,32.75,32.75,32.10,,32.75,,,27000,868950.00,9,F1,3000,,,,,
2024-11-05,2024-11-05,CM,NSE,STK,24481,INE0P4701011,SAHAJSOLAR,ST,,,,,SAHAJ SOLAR LIMITED,506.80,539.75,504.00,539.75,539.75,514.05,,539.75,,,45400,24045860.00,190,F1,200,,,,,
2024-11-05,2024-11-05,CM,NSE,STK,480,INE340A01012,BIRLACORPN,EQ,,,,,BIRLA CORPORATION LTD,1171.00,1176.95,1164.95,1171.70,1172.45,1175.15,,1171.75,,,73359,85816028.60,12040,F1,1,,,,,
2024-11-05,2024-11-05,CM,NSE,STK,22472,INE0QEI01011,KONSTELEC,SM,,,,,KONSTELEC ENGINEERS LTD,168.00,172.50,165.00,168.50,170.00,169.30,,168.50,,,21000,3555500.00,21,F1,1000,,,,,
2024-11-05,2024-11-05,CM,NSE,STK,13976,INE483C01032,TANLA,EQ,,,,,TANLA PLATFORMS LIMITED,745.00,753.95,737.05,739.20,739.50,749.40,,739.20,,,345417,256907232.50,22900,F1,1,,,,,
