TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd01,Rsvd02,Rsvd03,Rsvd04,
2024-02-20,2024-02-20,CM,NSE,STK,11394,INE358U01012,ZOTA,EQ,,,,,ZOTA HEALTH CARE LIMITED,478.00,502.60,471.05,496.90,501.00,473.60,,496.90,,,41664,20443048.80,2348,F1,1,,,,,
2024-02-20,2024-02-20,CM,NSE,STK,13,INE117A01022,ABB,EQ,,,,,ABB INDIA LIMITED,4514.75,4547.00,4461.60,4524.50,4528.85,4488.85,,4524.50,,,169172,763518054.35,21705,F1,1,,,,,
2024-02-20,2024-02-20,CM,NSE,STK,350,INE459A01010,BANARISUG,EQ,,,,,BANNARI AMMAN SUGARS LTD,2506.15,2650.95,2506.15,2616.30,2628.70,2543.70,,2616.30,,,7119,18483260.60,1080,F1,1,,,,,
2024-02-20,2024-02-20,CM,NSE,STK,31475,INE231G01010,ORBTEXP,EQ,,,,,ORBIT EXPORTS LIMITED,191.80,192.00,189.00,190.05,189.65,188.95,,190.05,,,12145,2308830.35,779,F1,1,,,,,
2024-02-20,2024-02-20,CM,NSE,STK,6836,INE593W01028,FOCUS,EQ,,,,,FOCUS LIGHTG & FIXTRS LTD,174.10,178.00,171.00,172.65,173.00,173.20,,172.65,,,196209,34143736.45,6717,F1,1,,,,,
2024-02-20,2024-02-20,CM,NSE,STK,13528,INE776C01039,GMRINFRA,EQ,,,,,GMR AIRPORTS INFRA LTD,92.60,94.35,89.85,90.60,90.15,92.10,,90.60,,,56491851,5213104333.40,98397,F1,1,,,,,
2024-02-20,2024-02-20,CM,NSE,STK,17764,INE056I01017,REFEX,EQ,,,,,REFEX INDUSTRIES LIMITED,611.90,616.95,601.55,608.25,605.10,604.20,,608.25,,,43329,26464051.15,2103,F1,1,,,,,
2024-02-20,2024-02-20,CM,NSE,STK,17395,INF200KA1JT1,SETF10GILT,EQ,,,,,SBIAMC - SETF10GILT,225.99,226.09,225.43,225.53,225.54,226.10,,225.53,,,3455,779906.87,40,F1,1,,,,,
2024-02-20,2024-02-20,CM,NSE,STK,19503,INE388G01026,TCLCONS,BE,,,,,TANTIA CONSTRUCTIONS LTD,38.00,38.00,36.50,38.00,38.00,36.20,,38.00,,,18682,709342.65,105,F1,1,,,,,
2024-02-20,2024-02-20,CM,NSE,STK,19438,INE926K01017,AHLEAST,EQ,,,,,ASIAN HOTELS (EAST) LTD,159.15,170.00,159.15,162.90,161.95,161.90,,162.90,,,34423,5686708.55,1137,F1,1,,,,,
2024-02-20,2024-02-20,CM,NSE,STK,8650,INE657B01025,BLUECHIP,BE,,,,,BLUE CHIP INDIA LIMITED,2.90,2.90,2.90,2.90,2.90,2.85,,2.90,,,72809,211146.10,94,F1,1,,,,,
2024-02-20,2024-02-20,CM,NSE,STK,3001,INF109KC1V59,BSE500IETF,EQ,,,,,ICICIPRAMC - ICICI500,34.35,34.38,33.86,33.96,34.00,34.05,,33.96,,,255434,8684085.88,708,F1,1,,,,,
2024-02-20,2024-02-20,CM,NSE,STK,29113,INE752H01013,CARERATING,EQ,,,,,CARE RATINGS LIMITED,1151.05,1167.80,1145.00,1160.05,1153.00,1159.40,,1160.05,,,102339,118533503.90,5903,F1,1,,,,,
2024-02-20,2024-02-20,CM,NSE,STK,16133,INE0NR701018,KRISHCA,SM,,,,,KRISHCA STRAPPING SLTN L,266.00,277.00,266.00,273.65,273.00,275.50,,273.65,,,19000,5184800.00,30,F1,500,,,,,
2024-02-20,2024-02-20,CM,NSE,STK,3586,INE514Y01020,MOKSH,EQ,,,,,MOKSH ORNAMENTS LIMITED,19.65,19.95,19.55,19.80,19.70,19.65,,19.80,,,175763,3478654.35,768,F1,1,,,,,
2024-02-20,2024-02-20,CM,NSE,STK,10610,INE0CBM01019,USASEEDS,SM,,,,,UPSURGE SEEDS OF AGRI LTD,360.00,383.00,360.00,375.00,375.00,363.00,,375.00,,,3000,1114215.00,10,F1,300,,,,,
2024-02-20,2024-02-20,CM,NSE,STK,11778,INE887G01027,GOKEX,EQ,,,,,GOKALDAS EXPORTS LTD.,881.20,881.60,856.00,865.00,863.95,877.55,,865.00,,,135728,117320032.20,14246,F1,1,,,,,
2024-02-20,2024-02-20,CM,NSE,STK,6286,INE255D01024,GULPOLY,EQ,,,,,GULSHAN POLYOLS LIMITED,200.60,203.85,197.65,198.55,198.00,199.45,,198.55,,,112273,22440105.35,4230,F1,1,,,,,
2024-02-20,2024-02-20,CM,NSE,STK,15161,INE120D01012,HITECHCORP,EQ,,,,,HITECH CORPORATION LTD,234.60,238.95,230.00,231.80,232.00,234.55,,231.80,,,7384,1721348.65,377,F1,1,,,,,
2024-02-20,2024-02-20,CM,NSE,STK,9219,INE413G01022,TPLPLASTEH,EQ,,,,,TPL PLASTECH LIMITED,71.00,73.75,68.20,71.75,71.30,71.15,,71.75,,,717679,51239502.70,3733,F1,1,,,,,
2024-02-20,2024-02-20,CM,NSE,STK,1472,INE648Z01023,ACCURACY,BE,,,,,ACCURACY SHIPPING LIMITED,14.00,14.00,14.00,14.00,14.00,14.25,,14.00,,,43309,606326.00,270,F1,1,,,,,
2024-02-20,2024-02-20,CM,NSE,STK,4487,INE150B01039,ALKYLAMINE,EQ,,,,,ALKYL AMINES CHEM. LTD,2223.00,2239.85,2205.00,2208.70,2212.45,2223.50,,2208.70,,,23003,50945639.55,4539,F1,1,,,,,
2024-02-20,2024-02-20,CM,NSE,STK,181,INE610C01014,ARENTERP,EQ,,,,,RAJDARSHAN INDUSTRIES LTD,50.50,50.50,47.90,49.40,49.60,48.55,,49.40,,,4678,229068.60,144,F1,1,,,,,
2024-02-20,2024-02-20,CM,NSE,STK,11966,INE00E101023,BIKAJI,EQ,,,,,BIKAJI FOODS INTERN LTD,543.65,543.95,534.25,535.30,536.65,541.25,,535.30,,,327945,176113886.10,15260,F1,1,,,,,
2024-02-20,2024-02-20,CM,NSE,STK,1997,INE115A01026,LICHSGFIN,EQ,,,,,LIC HOUSING FINANCE LTD,634.85,639.90,626.65,638.95,636.90,634.85,,638.95,,,1502356,951856183.25,44126,F1,1,,,,,
2024-02-20,2024-02-20,CM,NSE,STK,16863,INE197J01017,LPDC,EQ,,,,,LANDMARK PR.DEV.CO.LTD,10.80,10.90,10.55,10.60,10.55,10.80,,10.60,,,92556,986066.95,604,F1,1,,,,,
2024-02-20,2024-02-20,CM,NSE,STK,3002,INE066O01014,WONDERLA,EQ,,,,,WONDERLA HOLIDAYS LTD.,984.90,995.00,981.00,991.95,991.10,976.20,,991.95,,,140853,139765273.00,10578,F1,1,,,,,
2024-02-20,2024-02-20,CM,NSE,STK,4288,INE804I078Y8,ECLFINANCE,NJ,,,,,SEC RED NCD 9.43% SR. VI,984.00,984.00,984.00,984.00,984.00,973.00,,984.00,,,93,91512.00,1,F1,1,,,,,
