TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd01,Rsvd02,Rsvd03,Rsvd04,
2024-03-04,2024-03-04,CM,NSE,STK,9219,INE413G01022,TPLPLASTEH,EQ,,,,,TPL PLASTECH LIMITED,67.55,71.60,66.85,69.30,69.90,67.55,,69.30,,,540034,37588139.10,3376,F1,1,,,,,
2024-03-04,2024-03-04,CM,NSE,STK,10610,INE0CBM01019,USASEEDS,SM,,,,,UPSURGE SEEDS OF AGRI LTD,348.00,355.00,345.00,350.50,351.00,353.00,,350.50,,,4500,1564950.00,14,F1,300,,,,,
2024-03-04,2024-03-04,CM,NSE,STK,11778,INE887G01027,GOKEX,EQ,,,,,GOKALDAS EXPORTS LTD.,843.00,856.30,830.00,837.30,832.00,841.80,,837.30,,,166059,139594158.50,24861,F1,1,,,,,
2024-03-04,2024-03-04,CM,NSE,STK,6286,INE255D01024,GULPOLY,EQ,,,,,GULSHAN POLYOLS LIMITED,199.00,199.30,194.45,196.35,198.00,198.40,,196.35,,,75563,14823293.25,3028,F1,1,,,,,
2024-03-04,2024-03-04,CM,NSE,STK,15161,INE120D01012,HITECHCORP,EQ,,,,,HITECH CORPORATION LTD,236.00,237.95,223.10,224.10,224.00,232.05,,224.10,,,9816,2236264.35,570,F1,1,,,,,
2024-03-04,2024-03-04,CM,NSE,STK,1472,INE648Z01023,ACCURACY,BE,,,,,ACCURACY SHIPPING LIMITED,11.60,11.60,11.60,11.60,11.60,11.80,,11.60,,,108258,1255792.80,290,F1,1,,,,,
2024-03-04,2024-03-04,CM,NSE,STK,4487,INE150B01039,ALKYLAMINE,EQ,,,,,ALKYL AMINES CHEM. LTD,2151.90,2160.00,2121.85,2124.30,2126.00,2151.85,,2124.30,,,33154,70544859.90,7443,F1,1,,,,,
2024-03-04,2024-03-04,CM,NSE,STK,181,INE610C01014,ARENTERP,EQ,,,,,RAJDARSHAN INDUSTRIES LTD,50.00,50.90,47.95,48.45,49.50,49.75,,48.45,,,17098,845491.65,197,F1,1,,,,,
2024-03-04,2024-03-04,CM,NSE,STK,11966,INE00E101023,BIKAJI,EQ,,,,,BIKAJI FOODS INTERN LTD,526.95,526.95,514.50,516.85,516.00,522.40,,516.85,,,84756,43847973.05,4326,F1,1,,,,,
2024-03-04,2024-03-04,CM,NSE,STK,1997,INE115A01026,LICHSGFIN,EQ,,,,,LIC HOUSING FINANCE LTD,650.00,661.15,648.75,657.75,658.00,648.40,,657.75,,,1558962,1023401333.05,40138,F1,1,,,,,
2024-03-04,2024-03-04,CM,NSE,STK,16863,INE197J01017,LPDC,EQ,,,,,LANDMARK PR.DEV.CO.LTD,10.15,10.20,8.95,9.60,9.45,9.95,,9.60,,,167687,1600882.30,556,F1,1,,,,,
2024-03-04,2024-03-04,CM,NSE,STK,3002,INE066O01014,WONDERLA,EQ,,,,,WONDERLA HOLIDAYS LTD.,943.40,967.95,934.85,950.85,949.00,936.30,,950.85,,,59775,57000298.05,10350,F1,1,,,,,
2024-03-04,2024-03-04,CM,NSE,STK,4288,INE804I078Y8,ECLFINANCE,NJ,,,,,SEC RED NCD 9.43% SR. VI,970.00,970.00,960.00,960.00,960.00,961.43,,960.00,,,276,265930.03,12,F1,1,,,,,
2024-03-04,2024-03-04,CM,NSE,STK,4292,INE804I079Y6,ECLFINANCE,NK,,,,,SEC RED NCD 9.85% SR. VII,1175.00,1175.00,995.00,995.00,995.00,986.00,,995.00,,,125,137875.00,2,F1,1,,,,,
2024-03-04,2024-03-04,CM,NSE,STK,7975,INE804IA7014,ECLFINANCE,NR,,,,,SEC RED NCD 10.15% SR. VI,1007.50,1007.50,1007.50,1007.50,1007.50,1001.78,,1007.50,,,1265,1274487.50,1,F1,1,,,,,
2024-03-04,2024-03-04,CM,NSE,STK,7986,INE804IA7022,ECLFINANCE,NS,,,,,SEC RED NCD 10.6% SR. VII,1001.10,1010.00,1001.10,1010.00,1010.00,1020.00,,1010.00,,,100,100555.00,2,F1,1,,,,,
2024-03-04,2024-03-04,CM,NSE,STK,2188,INE854S01022,GENCON,EQ,,,,,GENERIC ENG CONS PROJ LTD,50.35,50.35,47.25,47.50,47.25,49.65,,47.50,,,56942,2743883.70,561,F1,1,,,,,
2024-03-04,2024-03-04,CM,NSE,STK,1235,INE224A01026,GREAVESCOT,EQ,,,,,GREAVES COTTON LTD.,156.00,156.60,149.50,150.30,150.25,156.15,,150.30,,,1458606,221232951.50,17262,F1,1,,,,,
2024-03-04,2024-03-04,CM,NSE,STK,6733,INE749A01030,JINDALSTEL,EQ,,,,,JINDAL STEEL & POWER LTD,837.85,849.50,826.00,839.45,840.60,838.50,,839.45,,,2856051,2394304412.55,73550,F1,1,,,,,
2024-03-04,2024-03-04,CM,NSE,STK,3396,INE123C01018,TAINWALCHM,EQ,,,,,TAINWALA CHEMICAL AND PLA,138.05,138.05,131.65,132.45,132.10,139.85,,132.45,,,8659,1160038.10,455,F1,1,,,,,
2024-03-04,2024-03-04,CM,NSE,STK,9641,INE060B01014,KHANDSE,EQ,,,,,KHANDWALA SECURITIES LTD,32.30,33.35,31.60,32.20,32.95,32.25,,32.20,,,31230,1015937.30,172,F1,1,,,,,
2024-03-04,2024-03-04,CM,NSE,STK,11214,INE781B01015,NOIDATOLL,BE,,,,,NOIDA TOLL BRIDGE CO LTD,9.95,9.95,9.95,9.95,9.95,10.15,,9.95,,,63074,627586.30,97,F1,1,,,,,
2024-03-04,2024-03-04,CM,NSE,STK,19281,INE778K01012,EMAMIREAL,BE,,,,,EMAMI REALTY LIMITED,107.25,112.15,105.00,111.75,109.00,106.85,,111.75,,,125723,13827508.80,598,F1,1,,,,,
2024-03-04,2024-03-04,CM,NSE,STK,14868,INE452O01016,FLFL,BZ,,,,,FUT LIFESTYLE FASH LTD,2.70,2.75,2.65,2.65,2.70,2.70,,2.65,,,77181,205623.80,93,F1,1,,,,,
2024-03-04,2024-03-04,CM,NSE,STK,19352,INE994V01012,PROLIFE,SM,,,,,PROLIFE INDUSTRIES LTD,258.90,259.00,250.00,255.00,255.00,247.35,,255.00,,,4000,1015900.00,7,F1,500,,,,,
2024-03-04,2024-03-04,CM,NSE,STK,2431,INE0DD101019,RAILTEL,EQ,,,,,RAILTEL CORP OF IND LTD,459.80,469.35,438.55,440.65,441.00,458.90,,440.65,,,5682501,2553774092.75,69206,F1,1,,,,,
2024-03-04,2024-03-04,CM,NSE,STK,7339,INF209KB16D7,ABSLNN50ET,EQ,,,,,BIRLASLAMC - ABSLNN50ET,62.97,62.97,60.53,61.79,61.95,61.60,,61.79,,,4170,258027.78,251,F1,1,,,,,
2024-03-04,2024-03-04,CM,NSE,STK,166,INE435A01028,ANDHRAPAP,EQ,,,,,ANDHRA PAPER LIMITED,532.10,535.25,524.55,526.40,526.55,532.10,,526.40,,,45398,23935763.15,4015,F1,1,,,,,
2024-03-04,2024-03-04,CM,NSE,STK,7783,INE977Y01011,BCONCEPTS,BE,,,,,BRAND CONCEPTS LIMITED,740.00,765.00,730.00,732.65,740.00,739.25,,732.65,,,3516,2601325.15,190,F1,1,,,,,
2024-03-04,2024-03-04,CM,NSE,STK,5239,INE843B01013,MAHAPEXLTD,EQ,,,,,MAHA RASHTRA APEX COPR. L,138.40,139.05,132.15,133.65,134.90,136.95,,133.65,,,13336,1790329.40,702,F1,1,,,,,
2024-03-04,2024-03-04,CM,NSE,STK,8825,INE959A01019,PRIVISCL,EQ,,,,,PRIVI SPECIALITY CHE LTD,1185.50,1203.00,1166.85,1195.55,1199.50,1197.35,,1195.55,,,35049,41487757.60,4223,F1,1,,,,,
2024-03-04,2024-03-04,CM,NSE,STK,20092,INE488B01017,TASTYBITE,EQ,,,,,TASTY BITE EATABLES LTD,13490.95,13490.95,13125.00,13143.30,13131.00,13440.10,,13143.30,,,687,9082389.30,377,F1,1,,,,,
2024-03-04,2024-03-04,CM,NSE,STK,11491,INE372A01015,APARINDS,EQ,,,,,APAR INDUSTRIES LTD.,6262.95,6275.70,6136.40,6250.45,6236.00,6259.60,,6250.45,,,86276,536407428.25,16447,F1,1,,,,,
2024-03-04,2024-03-04,CM,NSE,STK,21406,INE349W01017,AVADHSUGAR,EQ,,,,,AVADH SUG & ENERGY LTD,597.20,637.90,595.55,630.95,631.00,593.90,,630.95,,,185076,116229348.20,13432,F1,1,,,,,
2024-03-04,2024-03-04,CM,NSE,STK,20532,INF846K01W80,AXISGOLD,EQ,,,,,AXIS MF - AXIS GOLD ETF,52.25,54.19,52.25,54.01,54.07,53.86,,54.01,,,128924,6952733.54,1735,F1,1,,,,,
2024-03-04,2024-03-04,CM,NSE,STK,12153,INE01EE01011,BBTCL,EQ,,,,,B&B TRIPLEWALL CONT LTD,278.50,314.30,273.15,294.75,287.50,277.15,,294.75,,,314299,94206352.80,8280,F1,1,,,,,
2024-03-04,2024-03-04,CM,NSE,STK,11371,INE224M01013,BGLOBAL,BZ,,,,,BHARATIYA GLOBAL INFO LTD,4.45,4.45,4.10,4.40,4.40,4.25,,4.40,,,35057,154680.60,103,F1,1,,,,,
2024-03-04,2024-03-04,CM,NSE,STK,10822,INF247L01BH8,MOQUALITY,EQ,,,,,MOTILALAMC - MOQUALITY,176.00,176.75,176.00,176.21,176.21,174.96,,176.21,,,513,90570.01,24,F1,1,,,,,
2024-03-04,2024-03-04,CM,NSE,STK,19015,INE0KNT01012,MVGJL,EQ,,,,,MANOJ VAIBHAV GEM N JEW L,243.85,243.85,202.50,220.50,221.00,244.05,,220.50,,,839641,185251383.70,44778,F1,1,,,,,
2024-03-04,2024-03-04,CM,NSE,STK,2319,INE868B01028,NCC,EQ,,,,,NCC LIMITED,257.90,259.85,249.00,250.25,250.90,255.30,,250.25,,,3539811,894808865.65,38833,F1,1,,,,,
