TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2024-10-18,2024-10-18,CM,NSE,STK,22521,INF789F1AZE6,NIF5GETF,EQ,,,,,UTIAMC - NIF5GETF,58.51,58.59,58.45,58.59,58.59,58.53,,59.00,,,1363,79729.09,8,F1,1,,,,,
2024-10-18,2024-10-18,CM,NSE,STK,20242,INE093I01010,OBEROIRLTY,EQ,,,,,OBEROI REALTY LIMITED,1909.95,1942.00,1884.25,1931.50,1930.95,1903.70,,1932.00,,,1334918,2548182368.80,83761,F1,1,,,,,
2024-10-18,2024-10-18,CM,NSE,STK,12716,INE985S01024,TEAMLEASE,EQ,,,,,TEAMLEASE SERVICES LTD.,2982.00,3020.00,2932.05,3012.85,3000.00,2990.25,,3013.00,,,28380,84769389.55,5692,F1,1,,,,,
2024-10-18,2024-10-18,CM,NSE,STK,11253,INE192B01031,WELSPUNLIV,EQ,,,,,WELSPUN LIVING LIMITED,161.50,168.70,157.55,167.62,167.00,161.66,,168.00,,,4909028,807158896.82,53112,F1,1,,,,,
2024-10-18,2024-10-18,CM,NSE,STK,355,IN0020170075,SGBOCT25V,GB,,,,,2.50% GOLDBONDS2025SR-V,7950.00,7950.00,7950.00,7950.00,7950.00,7950.00,,7910.00,,,25,198750.00,1,F1,1,,,,,
2024-10-18,2024-10-18,CM,NSE,STK,23663,IN9898S01027,AURUMPP1,X1,,,,,AURUM RS. 3.12 PPD UP,162.40,169.00,162.40,162.85,162.80,162.55,,163.00,,,795,130129.55,7,F1,1,,,,,
2024-10-18,2024-10-18,CM,NSE,STK,17933,INE520H01022,BEARDSELL,EQ,,,,,BEARDSELL LIMITED,46.13,47.90,45.22,46.05,46.20,46.60,,46.00,,,124502,5787843.72,1412,F1,1,,,,,
2024-10-18,2024-10-18,CM,NSE,STK,7672,INE172N01012,IMAGICAA,EQ,,,,,IMAGICAAWORLD ENT LTD,78.60,80.38,77.17,79.99,79.82,78.87,,80.00,,,1186193,94214989.00,9972,F1,1,,,,,
2024-10-18,2024-10-18,CM,NSE,STK,18721,INE531F01015,NUVAMA,EQ,,,,,NUVAMA WEALTH MANAGE LTD,7130.10,7226.95,6879.45,7128.90,7137.00,7184.90,,7129.00,,,102127,722001343.70,20552,F1,1,,,,,
2024-10-18,2024-10-18,CM,NSE,STK,19468,INE0MGA01012,KARNIKA,ST,,,,,KARNIKA INDUSTRIES LTD,262.00,266.75,262.00,266.70,266.75,258.80,,267.00,,,1200,318180.00,3,F1,400,,,,,
2024-10-18,2024-10-18,CM,NSE,STK,8602,INE0KNW01016,KNAGRI,SM,,,,,KN AGRI RESOURCES LIMITED,276.05,297.20,276.05,295.20,295.90,283.05,,295.00,,,82400,23962480.00,70,F1,800,,,,,
2024-10-18,2024-10-18,CM,NSE,STK,25431,INE0Q6001012,PSFL,SM,,,,,PARAMOUNT SPECIALI FORG L,73.00,74.00,71.15,72.50,72.50,74.00,,73.00,,,68000,4921300.00,33,F1,2000,,,,,
2024-10-18,2024-10-18,CM,NSE,STK,16483,INE0ONE01016,PROV,SM,,,,,PROVENTUS AGROCOM LIMITED,1630.00,1738.00,1630.00,1725.00,1725.00,1670.00,,1725.00,,,1120,1909600.00,7,F1,160,,,,,
2024-10-18,2024-10-18,CM,NSE,STK,15266,INE576I01022,JKIL,EQ,,,,,JKUMAR INFR.LTD.,729.00,749.00,714.05,737.95,748.00,732.95,,738.00,,,82331,59840350.75,7830,F1,1,,,,,
2024-10-18,2024-10-18,CM,NSE,STK,14786,INF769K01JU9,LOWVOL,EQ,,,,,MIRAEAMC - MANV30F,205.28,206.48,205.27,206.36,206.48,207.09,,206.00,,,259,53302.87,33,F1,1,,,,,
2024-10-18,2024-10-18,CM,NSE,STK,17963,INE239A01024,NESTLEIND,EQ,,,,,NESTLE INDIA LIMITED,2380.00,2383.65,2326.10,2350.25,2350.00,2378.70,,2350.00,,,1639185,3848224907.90,136361,F1,1,,,,,
2024-10-18,2024-10-18,CM,NSE,STK,20406,INE518X01015,CBAZAAR,SM,,,,,NET AVENUE TECHNOLOGIES L,14.00,14.00,14.00,14.00,14.00,14.00,,14.00,,,8000,112000.00,1,F1,8000,,,,,
2024-10-18,2024-10-18,CM,NSE,STK,14304,INE684F01012,FSL,EQ,,,,,FIRSTSOURCE SOLU. LTD.,331.00,336.35,325.00,331.90,331.00,338.20,,332.00,,,2823953,935826645.75,52135,F1,1,,,,,
2024-10-18,2024-10-18,CM,NSE,STK,23854,IN0020240043,702GS2027,GS,,,,,GOI LOAN  7.02% 2027,102.80,102.80,102.80,102.80,102.80,103.75,,103.00,,,100,10280.00,1,F1,1,,,,,
2024-10-18,2024-10-18,CM,NSE,STK,5060,INE01EO01010,SPECTRUM,SM,,,,,SPECTRUM ELECTRIC IND LTD,1530.00,1680.00,1510.00,1668.20,1640.00,1538.00,,1668.00,,,7250,11751368.75,48,F1,125,,,,,
2024-10-18,2024-10-18,CM,NSE,STK,24999,INE126M01010,YAARI,EQ,,,,,YAARI DIGI INT SER LTD,14.27,14.64,13.52,13.96,13.62,14.13,,14.00,,,737498,10392569.80,1311,F1,1,,,,,
2024-10-18,2024-10-18,CM,NSE,STK,7750,INE253B01015,21STCENMGM,BE,,,,,21ST CENTURY MGMT SERVICE,117.89,117.89,117.89,117.89,117.89,115.58,,118.00,,,13377,1577014.53,31,F1,1,,,,,
2024-10-18,2024-10-18,CM,NSE,STK,15589,INE680Z01018,AVG,EQ,,,,,AVG LOGISTICS LIMITED,521.70,538.80,508.05,528.75,524.05,520.45,,529.00,,,50720,26588145.90,3355,F1,1,,,,,
2024-10-18,2024-10-18,CM,NSE,STK,4525,INE221B01012,DYNAMATECH,EQ,,,,,DYNAMATIC TECHNOLOGIES,7720.00,7808.00,7453.00,7712.60,7692.00,7786.10,,7712.00,,,9687,74337771.00,2952,F1,1,,,,,
2024-10-18,2024-10-18,CM,NSE,STK,1597,INE177A01018,INGERRAND,EQ,,,,,INGERSOLL-RAND INDIA LTD,4470.00,4533.35,4410.15,4467.70,4429.90,4474.60,,4468.00,,,8079,36025800.80,2778,F1,1,,,,,
